 0.0097	 -0.2778
 0.0120	 -0.1291
 0.0140	 -0.0531
 0.0153	 -0.0276
 0.0175	 -0.0001
 0.0192	 -0.0192
 0.0225	  0.0102
 0.0250	  0.0010
 0.0295	  0.0081
 0.0333	 -0.0003
 0.0397	  0.0074
 0.0450	 -0.0070
 0.0566	  0.0419
 0.0643	  0.0345
 0.0764	  0.0650
 0.0854	  0.0691
 0.1025	  0.1349
 0.1134	  0.1725
 0.1305	  0.2374
 0.1417	  0.2680
 0.1595	  0.3092
 0.1843	  0.3499
 0.2233	  0.3841
 0.2793	  0.4654
 0.3400	  0.5672
 0.3984	  0.6906
 0.4490	  0.8238
 0.4908	  0.9368
 0.5239	  1.0150
 0.5547	  1.1384
 0.5859	  1.2420
 0.6204	  1.3262
 0.6415	  1.3704
 0.6576	  1.1306
 0.6765	  1.0484
 0.7160	  0.8102
 0.8415	  0.6214
 0.9840	  0.9498
 0.9941	  1.4681
 0.9950	  1.8187
