   0.00000000	 -0.05699069
   0.00224531	 -0.05699069
   0.00224531	 -0.05490452
   0.00475344	 -0.05490452
   0.00475344	 -0.05220094
   0.00777954	 -0.05220094
   0.00777954	 -0.04969632
   0.00989639	 -0.04969632
   0.00989639	 -0.04684361
   0.01325091	 -0.04684361
   0.01325091	 -0.04375211
   0.01587319	 -0.04375211
   0.01587319	 -0.04000834
   0.02010039	 -0.04000834
   0.02010039	 -0.03581692
   0.02351032	 -0.03581692
   0.02351032	 -0.03067482
   0.02892860	 -0.03067482
   0.02892860	 -0.02484091
   0.03335225	 -0.02484091
   0.03335225	 -0.01766232
   0.04021307	 -0.01766232
   0.04021307	 -0.00944444
   0.04583244	 -0.00944444
   0.04583244	  0.00273454
   0.05681938	  0.00273454
   0.05681938	  0.01795078
   0.06535704	  0.01795078
   0.06535704	  0.03632886
   0.07718161	  0.03632886
   0.07718161	  0.05769311
   0.08643518	  0.05769311
   0.08643518	  0.08912806
   0.10195416	  0.08912806
   0.10195416	  0.12868764
   0.11315229	  0.12868764
   0.11315229	  0.18014381
   0.12972683	  0.18014381
   0.12972683	  0.23000610
   0.14138182	  0.23000610
   0.14138182	  0.26935783
   0.15910589	  0.26935783
   0.15910589	  0.30449097
   0.18447790	  0.30449097
   0.18447790	  0.34243313
   0.22463779	  0.34243313
   0.22463779	  0.39207901
   0.27861859	  0.39207901
   0.27861859	  0.46299405
   0.34004729	  0.46299405
   0.34004729	  0.56647693
   0.39858586	  0.56647693
   0.39858586	  0.69148027
   0.44891872	  0.69148027
   0.44891872	  0.82426737
   0.49066305	  0.82426737
   0.49066305	  0.93226755
   0.52443779	  0.93226755
   0.52443779	  1.02280229
   0.55414398	  1.02280229
   0.55414398	  1.13185188
   0.58635941	  1.13185188
   0.58635941	  1.24522678
   0.62030549	  1.24522678
   0.62030549	  1.32304779
   0.64175288	  1.32304779
   0.64175288	  1.37284610
   0.65765919	  1.37284610
   0.65765919	  1.39994934
   0.66325406	  1.39994934
   0.66325406	  1.41635333
   0.67140290	  1.41635333
   0.67140290	  1.43744949
   0.68258849	  1.43744949
   0.68258849	  1.46319057
   0.69858863	  1.46319057
   0.69858863	  1.49575281
   0.72371798	  1.49575281
   0.72371798	  1.53710213
   0.75792338	  1.53710213
   0.75792338	  1.59383363
   0.80321216	  1.59383363
