 0.0000	 -0.2840
 0.0021	 -0.2840
 0.0021	 -0.1916
 0.0027	 -0.1916
 0.0027	 -0.1509
 0.0036	 -0.1509
 0.0036	 -0.1112
 0.0042	 -0.1112
 0.0042	 -0.0714
 0.0052	 -0.0714
 0.0052	 -0.0470
 0.0059	 -0.0470
 0.0059	 -0.0420
 0.0073	 -0.0420
 0.0073	 -0.0189
 0.0084	 -0.0189
 0.0084	  0.0032
 0.0101	  0.0032
 0.0101	 -0.0155
 0.0117	 -0.0155
 0.0117	 -0.0195
 0.0145	 -0.0195
 0.0145	  0.0386
 0.0164	  0.0386
 0.0164	 -0.0139
 0.0217	 -0.0139
 0.0217	  0.0100
 0.0255	  0.0100
 0.0255	 -0.0030
 0.0320	 -0.0030
 0.0320	  0.0211
 0.0368	  0.0211
 0.0368	  0.0176
 0.0469	  0.0176
 0.0469	  0.0681
 0.0536	  0.0681
 0.0536	  0.0738
 0.0635	  0.0738
 0.0635	  0.0678
 0.0823	  0.0678
 0.0823	  0.0976
 0.1040	  0.0976
 0.1040	  0.1048
 0.1379	  0.1048
 0.1379	  0.0697
 0.1857	  0.0697
 0.1857	  0.1641
 0.2326	  0.1641
 0.2326	  0.2209
 0.2781	  0.2209
 0.2781	  0.2745
 0.3330	  0.2745
 0.3330	  0.3401
 0.3841	  0.3401
 0.3841	  0.4122
 0.4400	  0.4122
 0.4400	  0.5086
 0.4869	  0.5086
 0.4869	  0.5811
 0.5349	  0.5811
 0.5349	  0.6868
 0.5785	  0.6868
 0.5785	  0.7935
 0.6171	  0.7935
 0.6171	  0.8746
 0.6498	  0.8746
 0.6498	  0.9801
 0.6746	  0.9801
 0.6746	  1.0541
 0.6935	  1.0541
 0.6935	  1.1220
 0.7067	  1.1220
 0.7067	  1.1682
 0.7363	  1.1682
 0.7363	  1.3155
 0.7502	  1.3155
 0.7502	  1.4008
 0.7734	  1.4008
 0.7734	  1.4743
 0.7886	  1.4743
 0.7886	  1.5055
 0.8009	  1.5055
 0.8009	  1.5518
 0.8023	  1.5518
 0.8023	  1.5688
 0.8036	  1.5688
 0.8036	  1.5806
 0.8072	  1.5806
 0.8072	  1.5872
 0.8106	  1.5872
 0.8106	  1.5543
 0.8123	  1.5543
 0.8123	  1.5258
 0.8148	  1.5258
 0.8148	  1.4404
 0.8195	  1.4404
 0.8195	  1.4993
 0.8246	  1.4993
 0.8246	  1.4255
 0.8343	  1.4255
 0.8343	  1.5250
 0.8426	  1.5250
 0.8426	  1.4703
 0.8563	  1.4703
 0.8563	  1.2561
 0.8971	  1.2561
 0.8971	  1.0472
 0.9686	  1.0472
 0.9686	  1.1188
 0.9900	  1.1188
 0.9900	  1.0833
 0.9988	  1.0833
