  13.82838980	-21.02585849
  13.82838980	-21.02585849
  13.45623371	-20.12430023
  13.45623371	-20.12430023
  13.10358393	-19.26999654
  13.10358393	-19.26999654
  12.76894602	-18.45932709
  12.76894602	-18.45932709
  12.45097438	-17.68903214
  12.45097438	-17.68903214
  12.14845420	-16.95616876
  12.14845420	-16.95616876
  11.72126833	-15.92129935
  11.72126833	-15.92129935
  11.45278597	-15.27089353
  11.45278597	-15.27089353
  11.07235793	-14.34929626
  11.07235793	-14.34929626
  10.83247583	-13.76817534
  10.49152816	-12.94222031
  10.27590820	-12.41539144
   9.96859897	-11.70754628
   9.77373802	-11.35246956
   9.49532361	-10.93207954
   9.31836188	-10.81005679
   9.06495042	-10.44837909
   8.90353030	-10.33685736
   8.67189876	-10.13529946
   8.52405920	-10.18654082
   8.31151565	-10.04299661
   8.10931359	-10.01911448
   7.91671618	-10.02698381
   7.79332116	-10.16915721
   7.67371373	-10.29297663
   7.61527628	-10.48895754
   7.61527628	-10.74690897
   7.61527628	-11.12980251
   7.61527628	-11.61329513
   7.61527628	-12.12268026
   7.61527628	-12.48358881
   7.61527628	-12.63998740
   7.55772214	-12.58053903
   7.55772214	-12.60022322
   7.55772214	-12.63950031
   7.55772214	-12.69881766
   7.44518486	-12.46916060
   7.33594985	-12.23468919
   7.22987387	-12.01696706
   7.07638966	-11.69957235
   6.92928666	-11.42177258
   6.78817503	-11.19158044
   6.65269603	-11.01925490
   6.52251902	-10.91634581
   6.39733873	-10.89213755
   6.27687289	-10.94477002
   6.08587167	-10.89689034
