 6	13	 44.953	 1.877	  4.722	 0.511
 6	14	 44.973	 1.497	  4.728	 0.405
 6	15	 45.636	 1.233	  4.910	 0.331
 6	16	 45.426	 1.054	  4.853	 0.281
 6	17	 45.590	 0.859	  4.897	 0.228
 6	18	 44.845	 0.877	  4.694	 0.231
 6	19	 44.367	 0.801	  4.565	 0.209
 6	20	 44.320	 0.677	  4.552	 0.176
 6	21	 44.032	 0.598	  4.476	 0.154
 6	22	 43.914	 0.515	  4.444	 0.132
 6	23	 44.254	 0.481	  4.534	 0.122
 6	24	 43.792	 0.481	  4.413	 0.121
 6	25	 43.134	 0.550	  4.241	 0.137
 6	26	 42.407	 0.621	  4.052	 0.153
 6	27	 41.579	 0.718	  3.837	 0.176
 6	28	 40.675	 0.815	  3.605	 0.198
 6	29	 39.620	 0.952	  3.334	 0.229
 6	30	 38.583	 1.050	  3.070	 0.250
 7	13	 45.758	 2.519	  4.937	 0.681
 7	14	 45.609	 1.939	  4.896	 0.521
 7	15	 46.283	 1.510	  5.080	 0.403
 7	16	 45.931	 1.278	  4.984	 0.339
 7	17	 46.012	 1.008	  5.006	 0.265
 7	18	 45.067	 1.043	  4.751	 0.273
 7	19	 44.469	 0.945	  4.591	 0.245
 7	20	 44.394	 0.785	  4.571	 0.202
 7	21	 44.053	 0.685	  4.481	 0.175
 7	22	 43.915	 0.583	  4.444	 0.148
 7	23	 44.294	 0.539	  4.544	 0.135
 7	24	 43.777	 0.535	  4.409	 0.133
 7	25	 43.057	 0.605	  4.223	 0.149
 7	26	 42.273	 0.675	  4.021	 0.165
 7	27	 41.389	 0.774	  3.795	 0.188
 7	28	 40.432	 0.872	  3.551	 0.209
 7	29	 39.319	 1.012	  3.268	 0.241
 7	30	 38.231	 1.110	  2.994	 0.262
 8	14	 46.813	 2.163	  5.211	 0.577
 8	15	 47.296	 1.615	  5.342	 0.428
 8	16	 46.769	 1.380	  5.199	 0.363
 8	17	 46.669	 1.067	  5.173	 0.279
 8	18	 45.523	 1.167	  4.866	 0.303
 8	19	 44.782	 1.066	  4.669	 0.275
 8	20	 44.639	 0.876	  4.631	 0.224
 8	21	 44.219	 0.763	  4.521	 0.193
 8	22	 44.040	 0.645	  4.474	 0.162
 8	23	 44.434	 0.588	  4.577	 0.146
 8	24	 43.854	 0.586	  4.427	 0.145
 8	25	 43.069	 0.662	  4.225	 0.162
 8	26	 42.226	 0.735	  4.010	 0.178
 8	27	 41.286	 0.836	  3.772	 0.201
 8	28	 40.274	 0.935	  3.516	 0.223
 8	29	 39.105	 1.079	  3.222	 0.255
 8	30	 37.969	 1.178	  2.938	 0.276
 9	15	 48.108	 2.118	  5.552	 0.557
 9	16	 47.305	 1.795	  5.337	 0.469
 9	17	 47.024	 1.333	  5.263	 0.345
 9	18	 45.569	 1.454	  4.877	 0.374
 9	19	 44.663	 1.297	  4.639	 0.332
 9	20	 44.520	 1.039	  4.602	 0.264
 9	21	 44.055	 0.884	  4.481	 0.223
 9	22	 43.882	 0.733	  4.436	 0.183
 9	23	 44.353	 0.666	  4.558	 0.164
 9	24	 43.718	 0.652	  4.396	 0.160
 9	25	 42.868	 0.725	  4.180	 0.176
 9	26	 41.968	 0.795	  3.952	 0.191
 9	27	 40.971	 0.896	  3.702	 0.213
 9	28	 39.906	 0.994	  3.435	 0.235
 9	29	 38.676	 1.142	  3.129	 0.267
 9	30	 37.489	 1.241	  2.836	 0.288
10	16	 47.002	 2.253	  5.260	 0.585
10	17	 46.761	 1.616	  5.197	 0.416
10	18	 45.145	 1.721	  4.772	 0.440
10	19	 44.187	 1.495	  4.521	 0.380
10	20	 44.132	 1.173	  4.507	 0.295
10	21	 43.687	 0.975	  4.393	 0.244
10	22	 43.567	 0.795	  4.362	 0.197
10	23	 44.136	 0.729	  4.507	 0.179
10	24	 43.477	 0.703	  4.340	 0.171
10	25	 42.587	 0.774	  4.116	 0.186
10	26	 41.650	 0.841	  3.881	 0.200
10	27	 40.613	 0.944	  3.623	 0.223
10	28	 39.508	 1.044	  3.349	 0.244
10	29	 38.230	 1.198	  3.034	 0.278
10	30	 37.003	 1.297	  2.734	 0.298
11	17	 47.534	 2.148	  5.391	 0.549
11	18	 45.303	 2.292	  4.811	 0.582
11	19	 44.045	 1.923	  4.486	 0.484
11	20	 44.016	 1.451	  4.479	 0.362
11	21	 43.509	 1.170	  4.350	 0.290
11	22	 43.410	 0.931	  4.325	 0.228
11	23	 44.094	 0.845	  4.497	 0.205
11	24	 43.354	 0.800	  4.312	 0.192
11	25	 42.375	 0.865	  4.068	 0.206
11	26	 41.364	 0.924	  3.818	 0.218
11	27	 40.254	 1.025	  3.544	 0.240
11	28	 39.082	 1.120	  3.257	 0.260
11	29	 37.729	 1.278	  2.927	 0.293
11	30	 36.442	 1.374	  2.616	 0.312
12	18	 46.441	 2.800	  5.093	 0.706
12	19	 44.685	 2.356	  4.643	 0.590
12	20	 44.468	 1.724	  4.588	 0.427
12	21	 43.778	 1.372	  4.414	 0.337
12	22	 43.603	 1.073	  4.370	 0.261
12	23	 44.331	 0.952	  4.552	 0.230
12	24	 43.469	 0.903	  4.338	 0.215
12	25	 42.377	 0.973	  4.068	 0.230
12	26	 41.270	 1.029	  3.797	 0.241
12	27	 40.075	 1.129	  3.505	 0.262
12	28	 38.825	 1.222	  3.202	 0.280
12	29	 37.390	 1.383	  2.856	 0.314
12	30	 36.036	 1.476	  2.531	 0.332
13	19	 40.644	 2.192	  3.653	 0.543
13	20	 41.938	 1.572	  3.977	 0.386
13	21	 41.821	 1.151	  3.948	 0.280
13	22	 42.166	 0.878	  4.033	 0.212
13	23	 43.356	 0.930	  4.327	 0.222
13	24	 42.550	 0.857	  4.129	 0.203
13	25	 41.449	 0.937	  3.861	 0.219
13	26	 40.338	 0.998	  3.592	 0.231
13	27	 39.116	 1.112	  3.297	 0.255
13	28	 37.840	 1.214	  2.992	 0.275
13	29	 36.353	 1.393	  2.638	 0.313
13	30	 34.964	 1.490	  2.309	 0.332
14	20	 42.463	 1.867	  4.102	 0.456
14	21	 42.188	 1.337	  4.034	 0.323
14	22	 42.476	 0.990	  4.105	 0.237
14	23	 43.726	 1.025	  4.411	 0.243
14	24	 42.772	 0.961	  4.179	 0.225
14	25	 41.537	 1.059	  3.880	 0.246
14	26	 40.316	 1.121	  3.587	 0.257
14	27	 38.996	 1.238	  3.272	 0.281
14	28	 37.631	 1.338	  2.948	 0.301
14	29	 36.051	 1.522	  2.575	 0.339
14	30	 34.586	 1.615	  2.232	 0.356
15	21	 41.633	 1.691	  3.904	 0.405
15	22	 42.155	 1.213	  4.031	 0.288
15	23	 43.700	 1.250	  4.405	 0.293
15	24	 42.601	 1.139	  4.141	 0.264
15	25	 41.222	 1.222	  3.811	 0.281
15	26	 39.891	 1.263	  3.495	 0.287
15	27	 38.468	 1.371	  3.159	 0.308
15	28	 37.012	 1.459	  2.818	 0.325
15	29	 35.328	 1.646	  2.425	 0.363
15	30	 33.786	 1.731	  2.069	 0.377
16	22	 42.897	 1.323	  4.200	 0.311
16	23	 44.479	 1.340	  4.580	 0.312
16	24	 43.075	 1.289	  4.245	 0.296
16	25	 41.454	 1.419	  3.861	 0.323
16	26	 39.934	 1.462	  3.504	 0.329
16	27	 38.352	 1.571	  3.135	 0.350
16	28	 36.759	 1.650	  2.766	 0.363
16	29	 34.935	 1.839	  2.345	 0.401
16	30	 33.284	 1.911	  1.967	 0.412
17	23	 45.060	 1.734	  4.710	 0.398
17	24	 43.159	 1.655	  4.264	 0.376
17	25	 41.174	 1.764	  3.801	 0.396
17	26	 39.410	 1.749	  3.392	 0.389
17	27	 37.628	 1.823	  2.982	 0.401
17	28	 35.877	 1.864	  2.583	 0.405
17	29	 33.881	 2.042	  2.129	 0.440
17	30	 32.115	 2.086	  1.732	 0.444
18	24	 44.190	 1.810	  4.488	 0.407
18	25	 41.747	 2.090	  3.923	 0.465
18	26	 39.641	 2.087	  3.441	 0.459
18	27	 37.598	 2.157	  2.976	 0.469
18	28	 35.630	 2.172	  2.532	 0.467
18	29	 33.424	 2.342	  2.037	 0.499
18	30	 31.503	 2.356	  1.610	 0.496
19	25	 40.469	 2.674	  3.650	 0.587
19	26	 38.083	 2.492	  3.113	 0.541
19	27	 35.825	 2.466	  2.608	 0.529
19	28	 33.725	 2.389	  2.143	 0.507
19	29	 31.340	 2.531	  1.617	 0.532
19	30	 29.340	 2.489	  1.180	 0.517
20	26	 35.545	 2.952	  2.583	 0.631
20	27	 33.132	 2.738	  2.053	 0.579
20	28	 31.000	 2.512	  1.589	 0.526
20	29	 28.471	 2.619	  1.042	 0.542
20	30	 26.472	 2.503	  0.614	 0.513
21	27	 30.980	 3.346	  1.614	 0.699
21	28	 28.771	 2.865	  1.142	 0.592
21	29	 26.040	 2.881	  0.561	 0.589
21	30	 24.026	 2.649	  0.136	 0.536
22	28	 24.413	 2.438	  0.273	 0.497
22	29	 21.788	 2.504	 -0.276	 0.505
22	30	 20.106	 2.215	 -0.624	 0.442
23	29	 17.900	 1.698	 -1.033	 0.338
23	30	 16.676	 1.481	 -1.283	 0.292
24	30	 15.836	 1.968	 -1.443	 0.383
