 3	 44.088	-0.391	  3.148q
 4	 42.971	-0.903	  2.890Í
 5	 41.271	-1.447	  2.504x
 6	 39.710	-1.653	  2.155›
 7	 37.405	-2.224	  1.645
 8	 36.070	-2.114	  1.353
 9	 34.881	-2.010	  1.096™
10	 33.725	-1.943	  0.849W
11	 32.931	-1.794	  0.681Ç
12	 33.034	-1.567	  0.703©
13	 32.703	-1.398	  0.634Ø
14	 33.337	-1.312	  0.764ð
